0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Channel_prefix, 0
1, 0, Title_t, "frontier"
1, 0, Instrument_name_t, "Classic Electric Piano"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 33, 0, 0, 0, 0
1, 0, Tempo, 526316
1, 1, Note_on_c, 0, 73, 78
1, 59, Note_off_c, 0, 73, 0
1, 71, Note_on_c, 0, 75, 73
1, 142, Note_off_c, 0, 75, 0
1, 155, Note_on_c, 0, 79, 64
1, 206, Note_off_c, 0, 79, 0
1, 211, Note_on_c, 0, 73, 78
1, 269, Note_off_c, 0, 73, 0
1, 283, Note_on_c, 0, 75, 72
1, 351, Note_off_c, 0, 75, 0
1, 367, Note_on_c, 0, 79, 64
1, 416, Note_off_c, 0, 79, 0
1, 423, Note_on_c, 0, 73, 77
1, 479, Note_off_c, 0, 73, 0
1, 488, Note_on_c, 0, 75, 71
1, 562, Note_off_c, 0, 75, 0
1, 578, Note_on_c, 0, 79, 63
1, 625, Note_off_c, 0, 79, 0
1, 633, Note_on_c, 0, 73, 75
1, 689, Note_off_c, 0, 73, 0
1, 705, Note_on_c, 0, 75, 71
1, 771, Note_off_c, 0, 75, 0
1, 788, Note_on_c, 0, 80, 57
1, 853, Note_off_c, 0, 80, 0
1, 20087, End_track
0, 0, End_of_file
